Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Which term matches this description: ""an instrument used to measure electric current""?",magnetism,an ammeter,a microscope,infrared radiation,B,The description matches an ammeter: an instrument used to measure electric current,Science,Physics
"Which term matches this description: ""carbon dioxide and water, which plants absorb to produce glucose and oxygen using sunlight""?",photosynthesis's raw materials,pollination,the stomata of a leaf,mitochondria,A,"The description matches photosynthesis's raw materials: carbon dioxide and water, which plants absorb to produce glucose and oxygen using sunlight",Science,Biology
Which statement correctly describes Newton's First Law of Motion?,the law stating that an object remains at rest or in uniform motion unless acted upon by an external force,the law stating that force equals mass times acceleration (F = ma),an instrument used to measure and record the intensity of earthquakes,a device that converts mechanical energy into electrical energy,A,"By definition, Newton's First Law of Motion is: the law stating that an object remains at rest or in uniform motion unless acted upon by an external force",Science,Physics
"Fill in the blank: ______ refers to ""animals that possess a backbone or spinal column"".",respiration,vertebrates,symbiosis,camouflage,B,vertebrates refers to: animals that possess a backbone or spinal column,Science,Biology
Which statement correctly describes light reflection?,the law stating that voltage equals current multiplied by resistance (V = IR),an instrument used to measure and record the intensity of earthquakes,the bouncing back of light when it hits a surface,an instrument used to measure atmospheric pressure,C,"By definition, light reflection is: the bouncing back of light when it hits a surface",Science,Physics
What is the atomic number of Bismuth?,81,78,86,83,D,Bismuth has the atomic number 83.,Science,Periodic Table
"Which term matches this description: ""animals that possess a backbone or spinal column""?",adaptation,vertebrates,photosynthesis's raw materials,a decomposer,B,The description matches vertebrates: animals that possess a backbone or spinal column,Science,Biology
What is the atomic number of Gallium?,31,33,32,30,A,Gallium has the atomic number 31.,Science,Periodic Table
Which element has the chemical symbol 'Pb'?,Argon,Aluminium,Lead,Krypton,C,The element with symbol Pb is Lead.,Science,Periodic Table
What is muscles?,body tissues capable of contracting to produce movement,an enzyme that helps break down starches into sugars during digestion,macronutrients that serve as the body's main source of energy,the internal framework of bones that supports the body and protects internal organs,A,muscles is: body tissues capable of contracting to produce movement,Science,Human Body
Which element has atomic number 24?,Chromium,Phosphorus,Vanadium,Calcium,A,The element with atomic number 24 is Chromium.,Science,Periodic Table
Which statement correctly describes acid rain?,"the thinning of the ozone layer in the stratosphere, often linked to chemicals like CFCs",precipitation with high acidity caused by pollutants such as sulfur dioxide and nitrogen oxides,"the large-scale removal of forests, often for agriculture or urban development","the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",B,"By definition, acid rain is: precipitation with high acidity caused by pollutants such as sulfur dioxide and nitrogen oxides",Science,Environment
What is an ionic bond?,a substance formed when two or more elements chemically combine in fixed proportions,a chemical bond formed through the electrostatic attraction between oppositely charged ions,a chemical bond formed when two atoms share one or more pairs of electrons,the formation of a solid from a solution during a chemical reaction,B,an ionic bond is: a chemical bond formed through the electrostatic attraction between oppositely charged ions,Science,Chemistry
What is water pollution?,the variety of life in a particular habitat or ecosystem,"non-renewable energy sources formed from the remains of ancient organisms, such as coal, oil, and natural gas","the process by which certain gases trap heat in Earth's atmosphere, warming the planet","the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",D,"water pollution is: the contamination of water bodies, often due to industrial waste, sewage, or agricultural runoff",Science,Environment
"Fill in the blank: ______ refers to ""the natural process of recycling organic matter into a nutrient-rich soil conditioner"".",the carbon cycle,water pollution,conservation of natural resources,composting,D,composting refers to: the natural process of recycling organic matter into a nutrient-rich soil conditioner,Science,Environment
What is Newton's First Law of Motion?,"a type of electromagnetic radiation with wavelengths shorter than visible light, which can cause sunburn","a nuclear reaction in which a heavy atomic nucleus splits into smaller nuclei, releasing energy",the law stating that an object remains at rest or in uniform motion unless acted upon by an external force,"the process by which a liquid changes into a gas at its surface, below boiling point",C,Newton's First Law of Motion is: the law stating that an object remains at rest or in uniform motion unless acted upon by an external force,Science,Physics
Which statement correctly describes an endothermic reaction?,a substance that accepts hydrogen ions and has a pH greater than 7,a technique used to separate the components of a mixture based on their movement through a medium,a process used to separate solid particles from a liquid or gas using a filter,"a chemical reaction that absorbs energy, usually as heat, from its surroundings",D,"By definition, an endothermic reaction is: a chemical reaction that absorbs energy, usually as heat, from its surroundings",Science,Chemistry
